Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Streckenkurzname;Bezeichnung;Straßenart;Technische Sicherung;Bundesland;Kreis;GK Rechtswert (EPSG 31467);GK Hochwert (EPSG 31467);Geographische Länge (EPSG 4326);Geographische Breite (EPSG 4326);UTM Rechtswert (EPSG 25832);UTM Hochwert (EPSG 25832);WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
1151;Streckenachse;182,1 + 32,174;182,1 + 36,624;118210032,174;118210036,624;182,1;32,174;182,1;36,624;Dannenberg Ost - Jesteburg;km 182,130;sonstige Straßen und Wege mit Fahrverkehr;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Lüchow-Dannenberg;3636718,741;5891329,697;11,0419203072;53,1365867029;636593,099;5889412,543;POINT (3636718.7414030703 5891329.696519109);POINT (11.041920134274957 53.13657756960067);POINT (636593.0993780277 5889412.543290112)
1151;Streckenachse;182,6 + 98,352;182,7 + 5,061;118260098,352;118270005,061;182,6;98,352;182,7;5,061;Dannenberg Ost - Jesteburg;km 182,702;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Lüchow-Dannenberg;3636346,593;5891758,451;11,036545367;53,1405321253;636221,103;5889841,13;POINT (3636346.592973368 5891758.450737993);POINT (11.036545525568895 53.14052296774667);POINT (636221.1032465966 5889841.130130622)
1151;Streckenachse;183,1 + 2,929;183,1 + 9,728;118310002,929;118310009,728;183,1;2,929;183,1;9,728;Dannenberg Ost - Jesteburg;km 183,106;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Lüchow-Dannenberg;3636081,165;5892064,253;11,0327111956;53,1433459882;635955,784;5890146,813;POINT (3636081.1653325194 5892064.252587645);POINT (11.032711591106342 53.14333681260017);POINT (635955.7842288344 5890146.812600993)
1151;Streckenachse;186,3 + 65,014;186,3 + 70,543;118630065,014;118630070,543;186,3;65,014;186,3;70,543;Dannenberg Ost - Jesteburg;km 186,368;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüchow-Dannenberg;3633250,591;5893209,597;10,9909116205;53,1543459979;633126,348;5891291,727;POINT (3633250.5908172657 5893209.597453833);POINT (10.99091410646081 53.15433676900257);POINT (633126.3483005519 5891291.727497654)
1151;Streckenachse;188,3 + 3,986;188,3 + 3,986;118830003,986;118830003,986;188,3;3,986;188,3;3,986;Dannenberg Ost - Jesteburg;km 188,306;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüchow-Dannenberg;3631327,294;5893331,814;10,9622287496;53,155920712;631203,819;5891413,914;POINT (3631327.2944633286 5893331.814448928);POINT (10.962231270856714 53.15591164869052);POINT (631203.8194414648 5891413.91373633)
1151;Streckenachse;189,4 + 24,912;189,4 + 29,582;118940024,912;118940029,582;189,4;24,912;189,4;29,582;Dannenberg Ost - Jesteburg;km 189,427;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüchow-Dannenberg;3630349,536;5893879,722;10,9478437966;53,1610810789;630226,456;5891961,612;POINT (3630349.536470333 5893879.722127418);POINT (10.947846355761037 53.161072082210715);POINT (630226.4561496788 5891961.612207482)
1151;Streckenachse;192,0 + 28,371;192,0 + 28,371;119200028,371;119200028,371;192;28,371;192;28,371;Dannenberg Ost - Jesteburg;km 192,031;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüchow-Dannenberg;3627995,439;5894703,495;10,9129975867;53,1690494628;627873,305;5892785,078;POINT (3627995.4391762908 5894703.494584218);POINT (10.913000231718225 53.16904066540357);POINT (627873.3045173278 5892785.078361111)
1151;Richtungsgleis;196,4 + 74,948;196,4 + 80,276;119640074,948;119640080,276;196,4;74,948;196,4;80,276;Dannenberg Ost - Jesteburg;km 196,475;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage;Niedersachsen;Landkreis Lüneburg;3623690,276;5894407,087;10,8485404185;53,167404055;623569,854;5892488,829;POINT (3623690.276352025 5894407.08659346);POINT (10.848543145138825 53.16739568098344);POINT (623569.8542751418 5892488.828544444)
1151;Streckenachse;197,3 + 72,389;197,3 + 72,389;119730072,389;119730072,389;197,3;72,389;197,3;72,389;Dannenberg Ost - Jesteburg;km 197,390;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage;Niedersachsen;Landkreis Lüneburg;3622824,886;5894178,174;10,835519307;53,1655483373;622704,807;5892260,016;POINT (3622824.8863294446 5894178.174463573);POINT (10.835522037307385 53.165540045254225);POINT (622704.8069242529 5892260.015669265)
1151;Streckenachse;197,7 + 93,359;197,7 + 93,359;119770093,359;119770093,359;197,7;93,359;197,7;93,359;Dannenberg Ost - Jesteburg;km 197,795;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3622410,901;5894100,405;10,8293027826;53,1649451234;622290,986;5892182,281;POINT (3622410.901091918 5894100.404598455);POINT (10.829305510726625 53.16493686223685);POINT (622290.9859089011 5892182.280638712)
1151;Streckenachse;199,1 + 47,722;199,1 + 47,722;119910047,722;119910047,722;199,1;47,722;199,1;47,722;Dannenberg Ost - Jesteburg;km 199,130;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage;Niedersachsen;Landkreis Lüneburg;3621078,159;5893854,621;10,8092927973;53,1630421223;620958,772;5891936,607;POINT (3621078.158856824 5893854.620815322);POINT (10.809295494548806 53.1630339268928);POINT (620958.7723956705 5891936.607167792)
1151;Streckenachse;201,2 + 96,090;201,3 + 0,958;120120096,09;120130000,958;201,2;96,09;201,3;0,958;Dannenberg Ost - Jesteburg;km 201,295;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3618952,603;5893677,404;10,7774626383;53,1619290582;618834,062;5891759,481;POINT (3618952.602835248 5893677.403814922);POINT (10.777465301440483 53.16192096879651);POINT (618834.061608519 5891759.480507944)
1151;Streckenachse;202,4 + 2,096;202,4 + 5,185;120240002,096;120240005,185;202,4;2,096;202,4;5,185;Dannenberg Ost - Jesteburg;km 202,402;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3617859,735;5893846,11;10,7611931152;53,1636870201;617741,631;5891928,13;POINT (3617859.7349362946 5893846.110318843);POINT (10.761195779633535 53.16367898726712);POINT (617741.6306987616 5891928.129929635)
1151;Streckenachse;203,9 + 5,625;203,9 + 9,341;120390005,625;120390009,341;203,9;5,625;203,9;9,341;Dannenberg Ost - Jesteburg;km 203,904;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Pfeifen und LF(20) oder LF(60);Niedersachsen;Landkreis Lüneburg;3616372,069;5894076,019;10,7390441113;53,1660787945;616254,56;5892157,96;POINT (3616372.0689551043 5894076.018669263);POINT (10.73904677750432 53.16607083811634);POINT (616254.5595644754 5892157.960468573)
1151;Streckenachse;204,8 + 91,314;204,8 + 94,324;120480091,314;120480094,324;204,8;91,314;204,8;94,324;Dannenberg Ost - Jesteburg;km 204,885;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Pfeifen und LF(20) oder LF(60);Niedersachsen;Landkreis Lüneburg;3615397,284;5894226,418;10,7245296324;53,1676415522;615280,165;5892308,309;POINT (3615397.2844969174 5894226.418191776);POINT (10.72453229973423 53.16763364553186);POINT (615280.1648696947 5892308.309100028)
1151;Streckenachse;205,3 + 5,914;205,3 + 11,268;120530005,914;120530011,268;205,3;5,914;205,3;11,268;Dannenberg Ost - Jesteburg;km 205,310;sonstige Straßen und Wege mit Fahrverkehr;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Lüneburg;3614985,972;5894289,93;10,7184049123;53,1683008876;614869,017;5892371,8;POINT (3614985.9724568874 5894289.930219605);POINT (10.718407580190657 53.16829300172123);POINT (614869.017290484 5892371.799633192)
1151;Streckenachse;206,1 + 92,621;206,1 + 92,621;120610092,621;120610092,621;206,1;92,621;206,1;92,621;Dannenberg Ost - Jesteburg;km 206,190;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Lüneburg;3614111,618;5894424,796;10,7053844778;53,1697001294;613995,013;5892506,62;POINT (3614111.6183414487 5894424.796167539);POINT (10.705387146770258 53.1696922877606);POINT (613995.0127772999 5892506.619944815)
1151;Streckenachse;206,3 + 88,906;206,3 + 88,906;120630088,906;120630088,906;206,3;88,906;206,3;88,906;Dannenberg Ost - Jesteburg;km 206,390;Landesstraßen einschließlich der Ortsdurchfahrten;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Lüneburg;3613917,59;5894454,532;10,702494917;53,1700087206;613801,062;5892536,346;POINT (3613917.5898240064 5894454.53248424);POINT (10.702497586214621 53.17000088873995);POINT (613801.0618381866 5892536.346210451)
1151;Streckenachse;208,1 + 8,681;208,1 + 17,064;120810008,681;120810017,064;208,1;8,681;208,1;17,064;Dannenberg Ost - Jesteburg;km 208,130;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3612459,777;5895315,51;10,6810071115;53,1780514077;612343,838;5893396,994;POINT (3612459.777491201 5895315.510135209);POINT (10.681009829587971 53.17804365531992);POINT (612343.8382785397 5893396.994324343)
1151;Streckenachse;211,2 + 57,936;211,2 + 57,936;121120057,936;121120057,936;211,2;57,936;211,2;57,936;Dannenberg Ost - Jesteburg;km 211,250;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Uelzen;3609524,039;5896249,435;10,6374365535;53,1870514471;609409,278;5894330,575;POINT (3609524.0393695678 5896249.435460319);POINT (10.637439302300127 53.18704385604206);POINT (609409.2783887058 5894330.574719154)
1151;Streckenachse;211,7 + 77,959;211,7 + 77,959;121170077,959;121170077,959;211,7;77,959;211,7;77,959;Dannenberg Ost - Jesteburg;km 211,775;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage;Niedersachsen;Landkreis Uelzen;3609005,113;5896288,57;10,6296900882;53,187509416;608890,559;5894369,699;POINT (3609005.112508004 5896288.570396535);POINT (10.62969283214026 53.18750185311144);POINT (608890.5586251387 5894369.698861297)
1151;Streckenachse;214,0 + 64,192;214,0 + 67,157;121400064,192;121400067,157;214;64,192;214;67,157;Dannenberg Ost - Jesteburg;km 214,080;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3606761,869;5896687,767;10,596278033;53,1915494373;606648,212;5894768,757;POINT (3606761.8687611083 5896687.766795196);POINT (10.596280772979142 53.19154199755589);POINT (606648.2122476085 5894768.756946769)
1151;Streckenachse;214,6 + 92,109;214,6 + 97,877;121460092,109;121460097,877;214,6;92,109;214,6;97,877;Dannenberg Ost - Jesteburg;km 214,690;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3606156,768;5896860,429;10,5872858125;53,1932212833;606043,355;5894941,356;POINT (3606156.7683936786 5896860.42931964);POINT (10.587288556338468 53.193213877250344);POINT (606043.3545366144 5894941.356270861)
1151;Streckenachse;216,4 + 80,540;216,4 + 85,600;121640080,54;121640085,6;216,4;80,54;216,4;85,6;Dannenberg Ost - Jesteburg;BÜ km 216,482;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3604437,347;5897350,47;10,5617299128;53,1979629505;604324,623;5895431,218;POINT (3604437.347057061 5897350.469916205);POINT (10.561732667369606 53.197955639695756);POINT (604324.6227054371 5895431.217510316)
1151;Streckenachse;218,4 + 22,852;218,4 + 27,360;121840022,852;121840027,36;218,4;22,852;218,4;27,36;Dannenberg Ost - Jesteburg;km 218,425;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3602570,475;5897884,867;10,5339766849;53,2031260289;602458,499;5895965,419;POINT (3602570.4746732595 5897884.866914899);POINT (10.533979434424188 53.20311879079395);POINT (602458.4989631019 5895965.418833946)
1151;Streckenachse;219,6 + 31,702;219,6 + 31,702;121960031,702;121960031,702;219,6;31,702;219,6;31,702;Dannenberg Ost - Jesteburg;km 219,640;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3601501,806;5898421,379;10,5181598781;53,208150044;601390,261;5896501,727;POINT (3601501.805649176 5898421.37911357);POINT (10.518162635497271 53.20814284264403);POINT (601390.2606090948 5896501.727149213)
1151;Streckenachse;223,9 + 93,798;223,9 + 93,798;122390093,798;122390093,798;223,9;93,798;223,9;93,798;Dannenberg Ost - Jesteburg;BÜ km 223,998;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Lüneburg;3597459,618;5899434,235;10,4579895158;53,2180037435;597349,692;5897514,217;POINT (3597459.617501689 5899434.2350346325);POINT (10.457992267252571 53.217996745702486);POINT (597349.692031441 5897514.21681311)
1151;Streckenachse;226,0 + 108,494;226,0 + 108,494;122600108,494;122600108,494;226;108,494;226;108,494;Dannenberg Ost - Jesteburg;km 226,108;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Pfeifen und LF(20) oder LF(60);Niedersachsen;Landkreis Lüneburg;3595607,031;5900290,061;10,4305205713;53,2260275402;595497,852;5898369,719;POINT (3595607.0313774436 5900290.0612310115);POINT (10.430523347602335 53.226020634694095);POINT (595497.8517567477 5898369.719128688)
1151;Streckenachse;226,7 + 4,454;226,7 + 9,820;122670004,454;122670009,82;226,7;4,454;226,7;9,82;Dannenberg Ost - Jesteburg;km 226,710;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Pfeifen und LF(20) oder LF(60);Niedersachsen;Landkreis Lüneburg;3595247,28;5900770,618;10,4252790481;53,230408795;595138,249;5898850,088;POINT (3595247.2804270466 5900770.617960515);POINT (10.425281848061335 53.23040190363825);POINT (595138.2485317449 5898850.087734211)
1201;Streckenachse;162,1 + 78,344;162,1 + 78,344;116210078,344;116210078,344;162,1;78,344;162,1;78,344;Niebüll - Süderlügum;km 198,628;Landesstraßen einschließlich der Ortsdurchfahrten;mechanische Vollschranke, keine Anrufschranke;Schleswig-Holstein;Kreis Nordfriesland;3489449,247;6073549,869;8,8348982019;54,7911307946;489383,893;6071561,564;POINT (3489449.2470766464 6073549.868814473);POINT (8.834927947342939 54.79113162114338);POINT (489383.89318505797 6071561.563627753)
1204;Streckenachse;5,5 + 84,723;5,5 + 84,723;100550084,723;100550084,723;5,5;84,723;5,5;84,723;Husum, Abzw Hörn - Tönning;Km 5,577;Bundesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Nordfriesland;3503624,202;6033241,821;9,054765731;54,4291250021;503552,846;6031269,409;POINT (3503624.2021529856 6033241.821456518);POINT (9.05478765027126 54.42912339265367);POINT (503552.8464657957 6031269.409425326)
1204;Streckenachse;6,7 + 16,596;6,7 + 19,818;100670016,596;100670019,818;6,7;16,596;6,7;19,818;Husum, Abzw Hörn - Tönning;Km 6,718;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3503012,908;6032300,956;9,0453371671;54,4206765027;502941,787;6030328,924;POINT (3503012.908474578 6032300.956469076);POINT (9.045358901922722 54.42067496223143);POINT (502941.7872649523 6030328.92409388)
1204;Streckenachse;7,5 + 87,505;7,5 + 90,561;100750087,505;100750090,561;7,5;87,505;7,5;90,561;Husum, Abzw Hörn - Tönning;Km 7,590;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3502617,441;6031525,712;9,0392381022;54,4137140933;502546,469;6029553,992;POINT (3502617.4405082897 6031525.712126921);POINT (9.03925968681744 54.413712596357904);POINT (502546.469478312 6029553.991592083)
1204;Streckenachse;8,1 + 57,405;8,1 + 60,622;100810057,405;100810060,622;8,1;57,405;8,1;60,622;Husum, Abzw Hörn - Tönning;Km 8,159;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3502371,118;6031011,706;9,0354400133;54,4090975928;502300,24;6029040,192;POINT (3502371.1177372984 6031011.705558231);POINT (9.03546149892257 54.409096122874985);POINT (502300.2399674002 6029040.191637327)
1204;Streckenachse;9,0 + 99,312;9,1 + 4,105;100900099,312;100910004,105;9;99,312;9,1;4,105;Husum, Abzw Hörn - Tönning;Km 9,103;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3501963,723;6030161,586;9,0291601983;54,4014620583;501892,999;6028190,414;POINT (3501963.7226695227 6030161.586260629);POINT (9.02918152143759 54.40146063279528);POINT (501892.99914648995 6028190.414060868)
1204;Streckenachse;9,4 + 86,440;9,4 + 89,704;100940086,44;100940089,704;9,4;86,44;9,4;89,704;Husum, Abzw Hörn - Tönning;Km 9,488;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3501773,813;6029825,79;9,0262339836;54,3984460334;501703,162;6027854,753;POINT (3501773.813417711 6029825.789560229);POINT (9.026255243013734 54.39844462892281);POINT (501703.1623490039 6027854.752603984)
1204;Streckenachse;10,2 + 90,726;10,2 + 93,863;101020090,726;101020093,863;10,2;90,726;10,2;93,863;Husum, Abzw Hörn - Tönning;Km 10,292;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3501180;6029291,945;9,0170889863;54,3936517927;501109,58;6027321,125;POINT (3501180.000139126 6029291.944585683);POINT (9.017110135632857 54.39365045536235);POINT (501109.58031749143 6027321.125290835)
1204;Streckenachse;10,7 + 30,869;10,7 + 33,229;101070030,869;101070033,229;10,7;30,869;10,7;33,229;Husum, Abzw Hörn - Tönning;Km 10,732;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3500779,392;6029111,403;9,0109211;54,3920305968;500709,13;6027140,659;POINT (3500779.3923294675 6029111.402705414);POINT (9.010942212947722 54.39202930609285);POINT (500709.1301487986 6027140.658836784)
1204;Streckenachse;11,0 + 16,785;11,0 + 23,671;101100016,785;101100023,671;11;16,785;11;23,671;Husum, Abzw Hörn - Tönning;Km 11,024;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Nordfriesland;3500527,888;6028971,293;9,007049062;54,3907721978;500457,725;6027000,608;POINT (3500527.887986933 6028971.293419425);POINT (9.007070146470936 54.39077093601947);POINT (500457.72453139664 6027000.607545131)
1204;Streckenachse;11,5 + 7,944;11,5 + 10,836;101150007,944;101150010,836;11,5;7,944;11,5;10,836;Husum, Abzw Hörn - Tönning;Km 11,509;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3500161,338;6028649,564;9,0014062058;54,3878820895;500091,317;6026679,01;POINT (3500161.3377677877 6028649.5644348245);POINT (9.001427223841322 54.387880868875186);POINT (500091.31713024894 6026679.009814009)
1204;Streckenachse;11,7 + 70,470;11,7 + 75,313;101170070,47;101170075,313;11,7;70,47;11,7;75,313;Husum, Abzw Hörn - Tönning;Km 11,773;Landesstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage;Schleswig-Holstein;Kreis Nordfriesland;3499988,036;6028451,104;8,9987385969;54,3860991826;499918,083;6026480,63;POINT (3499988.0361509146 6028451.103867426);POINT (8.998759573639692 54.38609798100114);POINT (499918.08261584677 6026480.629731303)
1204;Streckenachse;12,1 + 8,707;12,1 + 11,692;101210008,707;101210011,692;12,1;8,707;12,1;11,692;Husum, Abzw Hörn - Tönning;Km 12,110;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3499766,291;6028196,927;8,9953256375;54,3838156555;499696,423;6026226,556;POINT (3499766.2907972415 6028196.927459306);POINT (8.995346557782142 54.3838144787544);POINT (499696.4231203735 6026226.556401117)
1204;Streckenachse;12,7 + 80,190;12,7 + 82,572;101270080,19;101270082,572;12,7;80,19;12,7;82,572;Husum, Abzw Hörn - Tönning;Km 12,782;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3499325,058;6027691,163;8,9885355967;54,3792715628;499255,361;6025720,997;POINT (3499325.0579214934 6027691.162689495);POINT (8.988556404751119 54.37927043559072);POINT (499255.36108835624 6025720.996737148)
1204;Streckenachse;13,1 + 51,114;13,1 + 54,033;101310051,114;101310054,033;13,1;51,114;13,1;54,033;Husum, Abzw Hörn - Tönning;Km 13,152;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3499081,037;6027411,453;8,9847810535;54,376758317;499011,435;6025441,4;POINT (3499081.0369910337 6027411.452820614);POINT (8.984801799530794 54.37675721707727);POINT (499011.4346427788 6025441.400300423)
1204;Streckenachse;13,9 + 59,972;13,9 + 62,932;101390059,972;101390062,932;13,9;59,972;13,9;62,932;Husum, Abzw Hörn - Tönning;Km 13,961;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3498549,282;6026801,927;8,9766009862;54,3712812076;498479,886;6024832,122;POINT (3498549.282485638 6026801.9273071345);POINT (8.976621597134896 54.371280167201995);POINT (498479.88603485946 6024832.121970236)
1204;Streckenachse;14,5 + 44,149;14,5 + 47,087;101450044,149;101450047,087;14,5;44,149;14,5;47,087;Husum, Abzw Hörn - Tönning;Km 14,551;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3498165,253;6026361,733;8,9706947567;54,3673253326;498096,006;6024392,106;POINT (3498165.2533608926 6026361.732542261);POINT (8.97071527010251 54.36732433515747);POINT (498096.00560958905 6024392.105718711)
1204;Streckenachse;14,9 + 76,463;14,9 + 79,513;101490076,463;101490079,513;14,9;76,463;14,9;79,513;Husum, Abzw Hörn - Tönning;Km 14,984;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3497881,015;6026035,923;8,9663239966;54,3643972072;497811,877;6024066,428;POINT (3497881.0145098744 6026035.922737339);POINT (8.966344437904853 54.36439624155744);POINT (497811.8768193722 6024066.428039995)
1204;Streckenachse;15,2 + 64,236;15,2 + 84,766;101520064,236;101520084,766;15,2;64,236;15,2;84,766;Husum, Abzw Hörn - Tönning;Km 15,286;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Nordfriesland;3497686,088;6025812,487;8,9633269531;54,3623890496;497617,025;6023843,083;POINT (3497686.087688819 6025812.487150211);POINT (8.963347344912265 54.362388105651235);POINT (497617.02547688794 6023843.083062929)
1204;Streckenachse;15,4 + 10,035;15,4 + 14,143;101540010,035;101540014,143;15,4;10,035;15,4;14,143;Husum, Abzw Hörn - Tönning;Km 15,418;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3497595,638;6025708,809;8,9619363636;54,3614571985;497526,611;6023739,447;POINT (3497595.637704409 6025708.808547717);POINT (8.961956732503527 54.36145626474821);POINT (497526.6105161968 6023739.446505281)
1204;Streckenachse;15,5 + 22,014;15,5 + 26,083;101550022,014;101550026,083;15,5;22,014;15,5;26,083;Husum, Abzw Hörn - Tönning;Km 15,530;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3497522,036;6025624,442;8,9608048457;54,3606989114;497453,037;6023655,114;POINT (3497522.0358364633 6025624.442141967);POINT (8.960825195887303 54.360697985780426);POINT (497453.03714816645 6023655.114312673)
1204;Streckenachse;15,6 + 24,420;15,6 + 27,203;101560024,42;101560027,203;15,6;24,42;15,6;27,203;Husum, Abzw Hörn - Tönning;Km 15,632;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3497455,137;6025547,759;8,9597764147;54,3600096745;497386,164;6023578,463;POINT (3497455.1371193966 6025547.759247376);POINT (8.959796747985735 54.36000875635927);POINT (497386.16433548846 6023578.46251531)
1204;Streckenachse;16,6 + 51,409;16,6 + 54,380;101660051,409;101660054,38;16,6;51,409;16,6;54,38;Husum, Abzw Hörn - Tönning;Km 16,659;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3496815,357;6024747,274;8,9499435606;54,3528146453;496746,631;6022778,302;POINT (3496815.3566046855 6024747.274290353);POINT (8.949963717467917 54.35281379799329);POINT (496746.630949473 6022778.301647608)
1204;Streckenachse;16,8 + 99,434;16,9 + 6,076;101680099,434;101690006,076;16,8;99,434;16,9;6,076;Husum, Abzw Hörn - Tönning;Km 16,910;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3496711,427;6024520,276;8,9483476592;54,350774671;496642,741;6022551,395;POINT (3496711.427024084 6024520.276066649);POINT (8.94836776704227 54.350773834365704);POINT (496642.7406359225 6022551.394625594)
1204;Streckenachse;17,2 + 9,934;17,2 + 13,266;101720009,934;101720013,266;17,2;9,934;17,2;13,266;Husum, Abzw Hörn - Tönning;Km 17,219;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3496625,37;6024223,923;8,9470275597;54,3481117188;496556,715;6022255,16;POINT (3496625.370085009 6024223.922508268);POINT (8.947047604232491 54.34811089010796);POINT (496556.715229575 6022255.159684595)
1204;Streckenachse;17,7 + 29,070;17,7 + 32,026;101770029,07;101770032,026;17,7;29,07;17,7;32,026;Husum, Abzw Hörn - Tönning;Km 17,738;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3496504,529;6023719,24;8,9451752112;54,3435769224;496435,918;6021750,679;POINT (3496504.5289954594 6023719.240067161);POINT (8.945195148130727 54.343576104127486);POINT (496435.91761700506 6021750.679013529)
