Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Streckenkurzname;Bezeichnung;Straßenart;Technische Sicherung;Bundesland;Kreis;GK Rechtswert (EPSG 31467);GK Hochwert (EPSG 31467);Geographische Länge (EPSG 4326);Geographische Breite (EPSG 4326);UTM Rechtswert (EPSG 25832);UTM Hochwert (EPSG 25832);WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
5621;Streckenachse;9,8 + 43,129;9,8 + 47,297;100980043,129;100980047,297;9,8;43,129;9,8;47,297;Schliersee - Bayrischzell;9.849;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Geschwindigkeitsbeschränkung;Bayern;Landkreis Miesbach;3720574,13;5289338,834;11,9381249338;47,7046989277;720409,73;5287661,529;POINT (3720574.130008621 5289338.834149232);POINT (11.938122363375241 47.70470636952499);POINT (720409.7303080034 5287661.5294788405)
5621;Streckenachse;10,2 + 81,388;10,2 + 85,385;101020081,388;101020085,385;10,2;81,388;10,2;85,385;Schliersee - Bayrischzell;10.285;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3721003,119;5289405,901;11,9438673666;47,7051548717;720838,548;5287728,566;POINT (3721003.119379712 5289405.900908633);POINT (11.943864797594637 47.70516232521799);POINT (720838.5483647225 5287728.565924758)
5621;Streckenachse;10,5 + 15,119;10,5 + 18,406;101050015,119;101050018,406;10,5;15,119;10,5;18,406;Schliersee - Bayrischzell;10.517;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3721192,282;5289278,177;11,9463198164;47,7039429635;721027,634;5287600,892;POINT (3721192.282264033 5289278.176881623);POINT (11.946317252730006 47.70395042186088);POINT (721027.634444262 5287600.89154822)
5621;Streckenachse;10,8 + 49,653;10,8 + 52,792;101080049,653;101080052,792;10,8;49,653;10,8;52,792;Schliersee - Bayrischzell;br=3,0m;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3721401,911;5289018,093;11,9489773577;47,701535123;721237,178;5287340,91;POINT (3721401.911426711 5289018.092584475);POINT (11.948974803616025 47.70154258639011);POINT (721237.1775399307 5287340.9097644575)
5621;Streckenachse;11,0 + 99,187;11,1 + 4,229;101100099,187;101110004,229;11;99,187;11,1;4,229;Schliersee - Bayrischzell;11.1;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3721561,197;5288825,121;11,9509988769;47,6997472841;721396,398;5287148,014;POINT (3721561.197213503 5288825.120856586);POINT (11.950996330108806 47.69975475124421);POINT (721396.3979663312 5287148.014067358)
5621;Streckenachse;11,6 + 13,174;11,6 + 22,937;101160013,174;101160022,937;11,6;13,174;11,6;22,937;Schliersee - Bayrischzell;11.632;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3721927,075;5288461,713;11,9556823423;47,6963576949;721762,126;5286784,749;POINT (3721927.075169262 5288461.712897865);POINT (11.955679806715032 47.696365172623246);POINT (721762.1264308095 5286784.748762536)
5621;Streckenachse;13,5 + 65,556;13,5 + 71,399;101350065,556;101350071,399;13,5;65,556;13,5;71,399;Schliersee - Bayrischzell;br=3,0m;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3723773,914;5288068,308;11,9800516863;47,6921879625;723608,222;5286391,487;POINT (3723773.914148433 5288068.3083415115);POINT (11.980049175464444 47.6921954902909);POINT (723608.2223906023 5286391.486983808)
5621;Streckenachse;13,7 + 9,154;13,7 + 9,154;101370009,154;101370009,154;13,7;9,154;13,7;9,154;Schliersee - Bayrischzell;br=3,0m;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3723855,382;5287953,932;11,9810768611;47,6911324689;723689,657;5286277,156;POINT (3723855.3824644713 5287953.932375662);POINT (11.981074353462969 47.69113999937551);POINT (723689.6571504361 5286277.156186736)
5621;Streckenachse;13,8 + 80,322;13,8 + 82,825;101380080,322;101380082,825;13,8;80,322;13,8;82,825;Schliersee - Bayrischzell;13.882;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3723951,165;5287810,549;11,9822775473;47,6898114756;723785,401;5286133,83;POINT (3723951.1654032604 5287810.549426549);POINT (11.982275043746835 47.68981900914456);POINT (723785.4005653037 5286133.82991277)
5621;Streckenachse;14,0 + 19,318;14,0 + 24,917;101400019,318;101400024,917;14;19,318;14;24,917;Schliersee - Bayrischzell;14.024;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Bayern;Landkreis Miesbach;3724063,156;5287726,66;11,9837242812;47,6890192212;723897,346;5286049,973;POINT (3724063.1559547316 5287726.659999194);POINT (11.983721780507647 47.689026758004324);POINT (723897.3455778814 5286049.973195077)
5621;Streckenachse;14,3 + 66,995;14,3 + 69,707;101430066,995;101430069,707;14,3;66,995;14,3;69,707;Schliersee - Bayrischzell;14.368;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Geschwindigkeitsbeschränkung;Bayern;Landkreis Miesbach;3724363,937;5287555,007;11,9876372049;47,6873732375;724198,004;5285878,386;POINT (3724363.9366141483 5287555.006781156);POINT (11.987634710898414 47.68738078288348);POINT (724198.0043612267 5285878.386331764)
5622;Streckenachse;0,6 + 1,590;0,6 + 10,605;100060001,59;100060010,605;0,6;1,59;0,6;10,605;Holzkirchen - Rosenheim;0.606;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Bayern;Landkreis Miesbach;3702326,324;5308445,529;11,7041646177;47,8823188979;702169,387;5306760,717;POINT (3702326.323703508 5308445.528870088);POINT (11.704162249833377 47.88232547207077);POINT (702169.386743821 5306760.71711679)
5622;Streckenachse;2,1 + 58,817;2,1 + 64,754;100210058,817;100210064,754;2,1;58,817;2,1;64,754;Holzkirchen - Rosenheim;2.164;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Bayern;Landkreis Miesbach;3703184,606;5309588,253;11,71616408;47,8923139478;703027,335;5307902,977;POINT (3703184.606291927 5309588.252898302);POINT (11.716161631588726 47.892320533058935);POINT (703027.334779154 5307902.976548705)
5622;Streckenachse;2,7 + 68,820;2,7 + 75,684;100270068,82;100270075,684;2,7;68,82;2,7;75,684;Holzkirchen - Rosenheim;br=8,80m;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Miesbach;3703492,651;5310094,879;11,7205173724;47,8967677794;703335,26;5308409,398;POINT (3703492.6508775866 5310094.879364355);POINT (11.720514892222324 47.89677436613838);POINT (703335.2600691572 5308409.397618014)
5622;Streckenachse;3,9 + 34,076;3,9 + 37,005;100390034,076;100390037,005;3,9;34,076;3,9;37,005;Holzkirchen - Rosenheim;3.938;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Bayern;Landkreis Miesbach;3704505,604;5310651,566;11,7343123657;47,9014470786;704347,812;5308965,853;POINT (3704505.603689456 5310651.56635172);POINT (11.734309765233988 47.90145366716471);POINT (704347.8116714058 5308965.853483019)
5622;Streckenachse;6,6 + 90,703;6,6 + 97,576;100660090,703;100660097,576;6,6;90,703;6,6;97,576;Holzkirchen - Rosenheim;6.698;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Vollschranke;Bayern;Landkreis Miesbach;3706382,556;5312577,245;11,7603078453;47,918145588;706224,028;5310890,745;POINT (3706382.555921951 5312577.244645789);POINT (11.760304910513092 47.918152081048376);POINT (706224.0276920171 5310890.74536519)
5622;Streckenachse;9,8 + 71,879;9,8 + 75,344;100980071,879;100980075,344;9,8;71,879;9,8;75,344;Holzkirchen - Rosenheim;br=3,50m;sonstige Straßen und Wege mit Fahrverkehr;Feste Abschlüsse;Bayern;Landkreis Miesbach;3709044,529;5313207,82;11,7961859995;47,9229486348;708884,94;5311521,047;POINT (3709044.529122086 5313207.819979908);POINT (11.796182763255496 47.92295511263965);POINT (708884.9398374096 5311521.0466651665)
5622;Streckenachse;11,2 + 67,858;11,2 + 72,039;101120067,858;101120072,039;11,2;67,858;11,2;72,039;Holzkirchen - Rosenheim;br=6,80m;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Bayern;Landkreis Rosenheim;3709908,679;5312357,048;11,807320863;47,915024181;709748,737;5310670,609;POINT (3709908.6793709896 5312357.048234163);POINT (11.807317617441687 47.915030741997995);POINT (709748.7371167574 5310670.608713528)
5622;Streckenachse;13,1 + 86,315;13,1 + 93,983;101310086,315;101310093,983;13,1;86,315;13,1;93,983;Holzkirchen - Rosenheim;br=7,00m;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3711249,952;5311288,444;11,8247201149;47,9049851803;711089,464;5309602,422;POINT (3711249.952424743 5311288.44446047);POINT (11.82471683455886 47.90499185964749);POINT (711089.4643418906 5309602.422140049)
5622;Streckenachse;13,7 + 74,867;13,7 + 84,924;101370074,867;101370084,924;13,7;74,867;13,7;84,924;Holzkirchen - Rosenheim;13.779;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Bayern;Landkreis Rosenheim;3711795,062;5311042,402;11,8318817613;47,9025955019;711634,353;5309356,474;POINT (3711795.061574424 5311042.402315604);POINT (11.831878451021353 47.902602215096515);POINT (711634.3531772811 5309356.474148338)
5622;Streckenachse;14,2 + 4,444;14,2 + 10,330;101420004,444;101420010,33;14,2;4,444;14,2;10,33;Holzkirchen - Rosenheim;14.207;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3712174,515;5310845,034;11,8368538045;47,9006973568;712013,653;5309159,182;POINT (3712174.5151046016 5310845.03417666);POINT (11.836850494651465 47.900704109525336);POINT (712013.6531340398 5309159.182003127)
5622;Streckenachse;19,5 + 17,124;19,5 + 23,971;101950017,124;101950023,971;19,5;17,124;19,5;23,971;Holzkirchen - Rosenheim;BÜ km 19,521;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3716893,413;5308656,498;11,8987887525;47,8794632807;716730,643;5306971,484;POINT (3716893.4129354167 5308656.497757519);POINT (11.898785377325318 47.87947035598126);POINT (716730.6432138582 5306971.484131068)
5622;Streckenachse;20,5 + 15,850;20,5 + 29,333;102050015,85;102050029,333;20,5;15,85;20,5;29,333;Holzkirchen - Rosenheim;BÜ km 20,522;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Bayern;Landkreis Rosenheim;3717863,875;5308886,036;11,9118619213;47,8811968271;717700,719;5307200,923;POINT (3717863.8751911656 5308886.036269687);POINT (11.911858497428522 47.88120394508859);POINT (717700.7186105255 5307200.922859382)
5622;Streckenachse;21,6 + 74,079;21,6 + 80,795;102160074,079;102160080,795;21,6;74,079;21,6;80,795;Holzkirchen - Rosenheim;BÜ km 21,678;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3718998,247;5308688,944;11,9269084164;47,8790410304;718834,634;5307003,901;POINT (3718998.246543192 5308688.944296836);POINT (11.926904964907227 47.87904821003956);POINT (718834.6340003671 5307003.900671844)
5622;Streckenachse;22,2 + 56,454;22,2 + 63,203;102220056,454;102220063,203;22,2;56,454;22,2;63,203;Holzkirchen - Rosenheim;BÜ km 22,259;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Bayern;Landkreis Rosenheim;3719563,466;5308549,006;11,9343838998;47,8775912907;719399,626;5306864,014;POINT (3719563.4663345055 5308549.006230325);POINT (11.93438043815449 47.877598501671436);POINT (719399.6262617522 5306864.01409392)
5622;Streckenachse;23,6 + 49,234;23,6 + 55,226;102360049,234;102360055,226;23,6;49,234;23,6;55,226;Holzkirchen - Rosenheim;BÜ km 23,653;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3720914,22;5308214,566;11,9522469114;47,8741246161;720749,836;5306529,696;POINT (3720914.2200037073 5308214.565511337);POINT (11.952243427683062 47.87413190087795);POINT (720749.8361783182 5306529.696428029)
5622;Streckenachse;25,0 + 90,601;25,0 + 96,715;102500090,601;102500096,715;25;90,601;25;96,715;Holzkirchen - Rosenheim;BÜ km 25,094;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3722313,849;5307868,131;11,9707536867;47,8705305901;722148,902;5306183,39;POINT (3722313.8490343816 5307868.131423493);POINT (11.970750183610795 47.870537949676326);POINT (722148.9017748861 5306183.3898009425)
5622;Streckenachse;25,8 + 75,710;25,8 + 75,710;102580075,71;102580075,71;25,8;75,71;25,8;75,71;Holzkirchen - Rosenheim;"BÜ km 25,878; b=7,00m";andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Bayern;Landkreis Rosenheim;3723073,419;5307680,159;11,9807960945;47,8685792224;722908,166;5305995,487;POINT (3723073.4193273075 5307680.158990886);POINT (11.980792582422467 47.868586621787486);POINT (722908.1662926603 5305995.486525707)
5622;Streckenachse;27,3 + 79,787;27,3 + 86,628;102730079,787;102730086,628;27,3;79,787;27,3;86,628;Holzkirchen - Rosenheim;"BÜ km 27,383; b=11,60m";andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Vollschranke;Bayern;Landkreis Rosenheim;3724508,306;5307230,534;11,9997157746;47,8640415624;724342,475;5305546,03;POINT (3724508.306262058 5307230.534359298);POINT (11.99971226071633 47.86404903495742);POINT (724342.4748236904 5305546.030404565)
